id,file,text
1082,./data/train/FSAK0/SI1300.WAV.wav,He can
1083,./data/train/FSAK0/SI1930.WAV.wav,A rabbit punch redoubled him.
1084,./data/train/FSAK0/SI670.WAV.wav,Neglect means spiritual paralysis or death.
1085,./data/train/FSAK0/SX130.WAV.wav,He had four extra eggs for breakfast.
1086,./data/train/FSAK0/SX220.WAV.wav,The most recent geological survey found seismic activity.
1087,./data/train/FSAK0/SX310.WAV.wav,The hood of the jeep was steaming in the hot sun.
1088,./data/train/FSAK0/SX40.WAV.wav,Stimulating discussions keep students' attention.
1089,./data/train/FSAK0/SX400.WAV.wav,Just drop notices in any suggestion box.
1090,./data/train/FSBK0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1091,./data/train/FSBK0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1092,./data/train/FSBK0/SI1069.WAV.wav,Perhaps this is what gives the aborigine his odd air of dignity.
1093,./data/train/FSBK0/SI1699.WAV.wav,Well
1094,./data/train/FSBK0/SI2329.WAV.wav,And Nathan
1095,./data/train/FSBK0/SX169.WAV.wav,How would you evaluate this algebraic expression?
1096,./data/train/FSBK0/SX259.WAV.wav,Tornados often destroy acres of farm land.
1097,./data/train/FSBK0/SX349.WAV.wav,The preschooler couldn't verbalize her feelings about the emergency conditions.
1098,./data/train/FSBK0/SX439.WAV.wav,That stinging vapor was caused by chloride vaporization.
1099,./data/train/FSBK0/SX79.WAV.wav,Will you please describe the idiotic predicament.
1100,./data/train/FSCN0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1101,./data/train/FSCN0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1102,./data/train/FSCN0/SI1886.WAV.wav,The roof of the command post began to buckle.
1103,./data/train/FSCN0/SI626.WAV.wav,The works are presented chronologically.
1104,./data/train/FSCN0/SI705.WAV.wav,Ants carry the seeds
1105,./data/train/FSCN0/SX176.WAV.wav,Buying a thoroughbred horse requires intuition and expertise.
1106,./data/train/FSCN0/SX266.WAV.wav,Withdraw only as much money as you need.
1107,./data/train/FSCN0/SX356.WAV.wav,Diane may splurge and buy a turquoise necklace.
1108,./data/train/FSCN0/SX446.WAV.wav,Thomas thinks a larger clamp solves the problem.
1109,./data/train/FSCN0/SX86.WAV.wav,Hispanic costumes are quite colorful.
1110,./data/train/FSDC0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1111,./data/train/FSDC0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1112,./data/train/FSDC0/SI1312.WAV.wav,In most cases
1113,./data/train/FSDC0/SI1942.WAV.wav,It was secured by an oversized padlock.
1114,./data/train/FSDC0/SI2234.WAV.wav,Nobody else did
1115,./data/train/FSDC0/SX142.WAV.wav,Which long article was opaque and needed clarification?
1116,./data/train/FSDC0/SX232.WAV.wav,His failure to open the store by eight cost him his job.
1117,./data/train/FSDC0/SX322.WAV.wav,A leather handbag would be a suitable gift.
1118,./data/train/FSDC0/SX412.WAV.wav,Gwen planted green beans in her vegetable garden.
1119,./data/train/FSDC0/SX52.WAV.wav,Her classical performance gained her critical acclaim.
1120,./data/train/FSDJ0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1121,./data/train/FSDJ0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1122,./data/train/FSDJ0/SI1115.WAV.wav,He did not
1123,./data/train/FSDJ0/SI1745.WAV.wav,This one came a bit high at thirty thousand or more.
1124,./data/train/FSDJ0/SI485.WAV.wav,Both cars were slightly damaged.
1125,./data/train/FSDJ0/SX125.WAV.wav,Westchester is a county in New York.
1126,./data/train/FSDJ0/SX215.WAV.wav,The sermon emphasized the need for affirmative action.
1127,./data/train/FSDJ0/SX305.WAV.wav,Cottage cheese with chives is delicious.
1128,./data/train/FSDJ0/SX35.WAV.wav,Help celebrate your brother's success.
1129,./data/train/FSDJ0/SX395.WAV.wav,I took her word for it
1130,./data/train/FSGF0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1131,./data/train/FSGF0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1132,./data/train/FSGF0/SI1557.WAV.wav,They had vermouth
1133,./data/train/FSGF0/SI2187.WAV.wav,He daydreamed on the rock while she swam and splashed around.
1134,./data/train/FSGF0/SI927.WAV.wav,Naturally no woman can ever completely monopolize the sexual initiative.
1135,./data/train/FSGF0/SX117.WAV.wav,The mango and the papaya are in a bowl.
1136,./data/train/FSGF0/SX207.WAV.wav,Do you hear the sleigh bells ringing?
1137,./data/train/FSGF0/SX27.WAV.wav,Did dad do academic bidding?
1138,./data/train/FSGF0/SX297.WAV.wav,Rock-and-roll music has a great rhythm.
1139,./data/train/FSGF0/SX387.WAV.wav,The giant redwoods shimmered in the glistening sun.
1140,./data/train/FSJG0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1141,./data/train/FSJG0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1142,./data/train/FSJG0/SI1570.WAV.wav,Andrei's skilled eye sized them up.
1143,./data/train/FSJG0/SI2200.WAV.wav,She went on
1144,./data/train/FSJG0/SI940.WAV.wav,During one reading an image appeared of a prisoner in irons.
1145,./data/train/FSJG0/SX130.WAV.wav,He ate four extra eggs for breakfast.
1146,./data/train/FSJG0/SX220.WAV.wav,The most recent geological survey found seismic activity.
1147,./data/train/FSJG0/SX310.WAV.wav,The hood of the jeep was steaming in the hot sun.
1148,./data/train/FSJG0/SX40.WAV.wav,Stimulating discussions keep students' attention.
1149,./data/train/FSJG0/SX400.WAV.wav,Just drop notices in any suggestion box.
1150,./data/train/FSJK1/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1151,./data/train/FSJK1/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1152,./data/train/FSJK1/SI1025.WAV.wav,Nice country to meet a lion in face to face.
1153,./data/train/FSJK1/SI2285.WAV.wav,The girl nodded understandingly.
1154,./data/train/FSJK1/SI696.WAV.wav,Some have walked through pain and sorrow to bring you their message of hope.
1155,./data/train/FSJK1/SX125.WAV.wav,Westchester is a county in New York.
1156,./data/train/FSJK1/SX215.WAV.wav,The sermon emphasized the need for affirmative action.
1157,./data/train/FSJK1/SX305.WAV.wav,Cottage cheese with chives is delicious.
1158,./data/train/FSJK1/SX35.WAV.wav,Help celebrate your brother's success.
1159,./data/train/FSJK1/SX395.WAV.wav,I took her word for it
1160,./data/train/FSJS0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1161,./data/train/FSJS0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1162,./data/train/FSJS0/SI1171.WAV.wav,Nor were his manners barbaric.
1163,./data/train/FSJS0/SI1801.WAV.wav,If we left one we'd have to wipe it for fingerprints.
1164,./data/train/FSJS0/SI541.WAV.wav,It helps those people who help themselves.
1165,./data/train/FSJS0/SX181.WAV.wav,Rich looked for spotted hyenas and jaguars on the safari.
1166,./data/train/FSJS0/SX271.WAV.wav,Be careful not to plow over the flower beds.
1167,./data/train/FSJS0/SX361.WAV.wav,The speech symposium might begin Monday.
1168,./data/train/FSJS0/SX451.WAV.wav,The thick elm forest was nearly overwhelmed by Dutch Elm Disease.
1169,./data/train/FSJS0/SX91.WAV.wav,The misprint provoked an immediate disclaimer.
1170,./data/train/FSJW0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1171,./data/train/FSJW0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1172,./data/train/FSJW0/SI1333.WAV.wav,X-ray films of the vertebral column showed progression of the demineralization.
1173,./data/train/FSJW0/SI1963.WAV.wav,Each plane carried two five-hundred pound bombs.
1174,./data/train/FSJW0/SI703.WAV.wav,It was muscular but it wasn't symmetrical.
1175,./data/train/FSJW0/SX163.WAV.wav,They remain lifelong friends and companions.
1176,./data/train/FSJW0/SX253.WAV.wav,By eating yogurt
1177,./data/train/FSJW0/SX343.WAV.wav,The frightened child was gently subdued by his big brother.
1178,./data/train/FSJW0/SX433.WAV.wav,The overweight charmer could slip poison into anyone's tea.
1179,./data/train/FSJW0/SX73.WAV.wav,Cliff's display was misplaced on the screen.
1180,./data/train/FSKC0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1181,./data/train/FSKC0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1182,./data/train/FSKC0/SI1416.WAV.wav,Necessary retouching was put on at once.
1183,./data/train/FSKC0/SI2046.WAV.wav,He straightened up
1184,./data/train/FSKC0/SI786.WAV.wav,Don't lose the chuck key.
1185,./data/train/FSKC0/SX156.WAV.wav,Our experiment's positive outcome was unexpected.
1186,./data/train/FSKC0/SX246.WAV.wav,How ancient is this subway escalator?
1187,./data/train/FSKC0/SX336.WAV.wav,Rob made Hungarian goulash for dinner and gooseberry pie for dessert.
1188,./data/train/FSKC0/SX426.WAV.wav,A moth zig-zagged along the path through Otto's garden.
1189,./data/train/FSKC0/SX66.WAV.wav,We got drenched from the uninterrupted rain.
1190,./data/train/FSKL0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1191,./data/train/FSKL0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1192,./data/train/FSKL0/SI1529.WAV.wav,Merely to satisfy the author's curiosity.
1193,./data/train/FSKL0/SI2159.WAV.wav,Her face seemed to float in an implausibly bright shaft of sunlight.
1194,./data/train/FSKL0/SI899.WAV.wav,Home-made sauerkraut is served once a week.
1195,./data/train/FSKL0/SX179.WAV.wav,We could barely see the fjords through the snow flurries.
1196,./data/train/FSKL0/SX269.WAV.wav,Do atypical farmers grow oats?
1197,./data/train/FSKL0/SX359.WAV.wav,The system may break down soon
1198,./data/train/FSKL0/SX449.WAV.wav,Ralph prepared red snapper with fresh lemon sauce for dinner.
1199,./data/train/FSKL0/SX89.WAV.wav,It's hard to tell an original from a forgery.
1200,./data/train/FSKP0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1201,./data/train/FSKP0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1202,./data/train/FSKP0/SI1098.WAV.wav,One can only speak of what is in front of him
1203,./data/train/FSKP0/SI1728.WAV.wav,Anybody carrying anything that might hide a rifle?
1204,./data/train/FSKP0/SI468.WAV.wav,There is definitely some ligament damage in his knee.
1205,./data/train/FSKP0/SX108.WAV.wav,His scalp was blistered from today's hot sun.
1206,./data/train/FSKP0/SX18.WAV.wav,Alimony harms a divorced man's wealth.
1207,./data/train/FSKP0/SX198.WAV.wav,Norwegian sweaters are made of lamb's wool.
1208,./data/train/FSKP0/SX288.WAV.wav,Brush fires are common in the dry underbrush of Nevada.
1209,./data/train/FSKP0/SX378.WAV.wav,I just saw Jim near the new archeological museum.
1210,./data/train/FSLS0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1211,./data/train/FSLS0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1212,./data/train/FSLS0/SI1056.WAV.wav,Can thermonuclear war be set off by accident?
1213,./data/train/FSLS0/SI1686.WAV.wav,It latches when you close it
1214,./data/train/FSLS0/SI2316.WAV.wav,Davy Mathews! It's disgusting
1215,./data/train/FSLS0/SX156.WAV.wav,Our experiment's positive outcome was unexpected.
1216,./data/train/FSLS0/SX202.WAV.wav,How much allowance do you get?
1217,./data/train/FSLS0/SX246.WAV.wav,How ancient is this subway escalator?
1218,./data/train/FSLS0/SX426.WAV.wav,A moth zig-zagged along the path through Otto's garden.
1219,./data/train/FSLS0/SX66.WAV.wav,We got drenched from the uninterrupted rain.
1220,./data/train/FSMA0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1221,./data/train/FSMA0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1222,./data/train/FSMA0/SI1621.WAV.wav,Now he'll choke for sure.
1223,./data/train/FSMA0/SI2251.WAV.wav,He had always been a messy and negligent man.
1224,./data/train/FSMA0/SI991.WAV.wav,She had no way of knowing in advance whether an opportunity for murder existed.
1225,./data/train/FSMA0/SX181.WAV.wav,Rich looked for spotted hyenas and jaguars on the safari.
1226,./data/train/FSMA0/SX271.WAV.wav,Be careful not to plow over the flower beds.
1227,./data/train/FSMA0/SX361.WAV.wav,The speech symposium might begin Monday.
1228,./data/train/FSMA0/SX451.WAV.wav,The thick elm forest was nearly overwhelmed by Dutch Elm Disease.
1229,./data/train/FSMA0/SX91.WAV.wav,The misprint provoked an immediate disclaimer.
1230,./data/train/FSMM0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1231,./data/train/FSMM0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1232,./data/train/FSMM0/SI1314.WAV.wav,The photochemical exchange in the gas phase.
1233,./data/train/FSMM0/SI1944.WAV.wav,The former scout's alibi couldn't be shaken.
1234,./data/train/FSMM0/SI684.WAV.wav,This is the atomic sun
1235,./data/train/FSMM0/SX144.WAV.wav,The willowy woman wore a muskrat coat.
1236,./data/train/FSMM0/SX234.WAV.wav,The paper boy bought two apples and three ices.
1237,./data/train/FSMM0/SX324.WAV.wav,The local drugstore was charged with illegally dispensing tranquilizers.
1238,./data/train/FSMM0/SX414.WAV.wav,Irish youngsters eat fresh kippers for breakfast.
1239,./data/train/FSMM0/SX54.WAV.wav,The eastern coast is a place for pure pleasure and excitement.
1240,./data/train/FSMS1/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1241,./data/train/FSMS1/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1242,./data/train/FSMS1/SI1504.WAV.wav,For a moment
1243,./data/train/FSMS1/SI2134.WAV.wav,All his family was dead
1244,./data/train/FSMS1/SI874.WAV.wav,First go over the type of coverage you now have.
1245,./data/train/FSMS1/SX154.WAV.wav,Orange juice tastes funny after toothpaste.
1246,./data/train/FSMS1/SX244.WAV.wav,Herb's birthday occurs frequently on Thanksgiving.
1247,./data/train/FSMS1/SX334.WAV.wav,Often you'll get back more than you put in.
1248,./data/train/FSMS1/SX347.WAV.wav,The patient and the surgeon are both recuperating from the lengthy operation.
1249,./data/train/FSMS1/SX64.WAV.wav,Regular attendance is seldom required.
1250,./data/train/FSPM0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1251,./data/train/FSPM0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1252,./data/train/FSPM0/SI1241.WAV.wav,In many of his poems
1253,./data/train/FSPM0/SI1871.WAV.wav,The guerrilla bivouac remained silent.
1254,./data/train/FSPM0/SI611.WAV.wav,Well
1255,./data/train/FSPM0/SX161.WAV.wav,As a precaution
1256,./data/train/FSPM0/SX251.WAV.wav,We apply auditory modeling to computer speech recognition.
1257,./data/train/FSPM0/SX341.WAV.wav,The high security prison was surrounded by barbed wire.
1258,./data/train/FSPM0/SX431.WAV.wav,The fifth jar contains big
1259,./data/train/FSPM0/SX71.WAV.wav,Porcupines resemble sea urchins.
1260,./data/train/FSRH0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1261,./data/train/FSRH0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1262,./data/train/FSRH0/SI1719.WAV.wav,We've done our part.
1263,./data/train/FSRH0/SI1931.WAV.wav,No more could he defend himself against them.
1264,./data/train/FSRH0/SI671.WAV.wav,A helpful leaflet may be enclosed in the letter.
1265,./data/train/FSRH0/SX131.WAV.wav,We plan to build a new beverage plant.
1266,./data/train/FSRH0/SX221.WAV.wav,Cory attacked the project with extra determination.
1267,./data/train/FSRH0/SX311.WAV.wav,My desires are simple: give me one informative paragraph on the subject.
1268,./data/train/FSRH0/SX401.WAV.wav,The taxicab broke down and caused a traffic jam.
1269,./data/train/FSRH0/SX41.WAV.wav,Etiquette mandates compliance with existing regulations.
1270,./data/train/FSSB0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1271,./data/train/FSSB0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1272,./data/train/FSSB0/SI1082.WAV.wav,A new order is thrusting itself into being.
1273,./data/train/FSSB0/SI1712.WAV.wav,You think somebody is going to stand up in the audience and make guilty faces?
1274,./data/train/FSSB0/SI2342.WAV.wav,Not when I was a kid!
1275,./data/train/FSSB0/SX182.WAV.wav,Thick glue oozed out of the tube.
1276,./data/train/FSSB0/SX272.WAV.wav,Allow each child to have an ice pop.
1277,./data/train/FSSB0/SX362.WAV.wav,The annoying raccoons slipped into Phil's garden every night.
1278,./data/train/FSSB0/SX452.WAV.wav,In developing film
1279,./data/train/FSSB0/SX92.WAV.wav,A large household needs lots of appliances.
1280,./data/train/FTAJ0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1281,./data/train/FTAJ0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1282,./data/train/FTAJ0/SI1329.WAV.wav,This birth length seems to be typical.
1283,./data/train/FTAJ0/SI474.WAV.wav,The golfing fathers ruled in his favor.
1284,./data/train/FTAJ0/SI699.WAV.wav,You're not living up to your own principles
1285,./data/train/FTAJ0/SX159.WAV.wav,The government sought authorization of his citizenship.
1286,./data/train/FTAJ0/SX249.WAV.wav,I ate every oyster on Nora's plate.
1287,./data/train/FTAJ0/SX339.WAV.wav,Did Shawn catch that big goose without help?
1288,./data/train/FTAJ0/SX429.WAV.wav,A toothpaste tube should be squeezed from the bottom.
1289,./data/train/FTAJ0/SX69.WAV.wav,Eat your raisins outdoors on the porch steps.
1290,./data/train/FTBR0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1291,./data/train/FTBR0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1292,./data/train/FTBR0/SI1402.WAV.wav,We do not arrive at spatial images by means of the sense of touch by itself.
1293,./data/train/FTBR0/SI2181.WAV.wav,Part collie
1294,./data/train/FTBR0/SI921.WAV.wav,Differences were related to social
1295,./data/train/FTBR0/SX111.WAV.wav,His sudden departure shocked the cast.
1296,./data/train/FTBR0/SX201.WAV.wav,Approach your interview with statuesque composure.
1297,./data/train/FTBR0/SX21.WAV.wav,Alfalfa is healthy for you.
1298,./data/train/FTBR0/SX291.WAV.wav,The avalanche triggered a minor earthquake.
1299,./data/train/FTBR0/SX381.WAV.wav,We welcome many new students each year.
1300,./data/train/FTBW0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1301,./data/train/FTBW0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1302,./data/train/FTBW0/SI1345.WAV.wav,Toss a die until an ace appears.
1303,./data/train/FTBW0/SI1975.WAV.wav,A large piece of engine cowling vanished.
1304,./data/train/FTBW0/SI715.WAV.wav,For me it has more of both elements than the majority of its competitors.
1305,./data/train/FTBW0/SX175.WAV.wav,Severe myopia contributed to Ron's inferiority complex.
1306,./data/train/FTBW0/SX265.WAV.wav,The saw is broken
1307,./data/train/FTBW0/SX355.WAV.wav,Dolphins are intelligent marine mammals.
1308,./data/train/FTBW0/SX445.WAV.wav,What is this large thing by the ironing board?
1309,./data/train/FTBW0/SX85.WAV.wav,Cement is measured in cubic yards.
1310,./data/train/FTLG0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1311,./data/train/FTLG0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1312,./data/train/FTLG0/SI1743.WAV.wav,He went on to personal bequests
1313,./data/train/FTLG0/SI483.WAV.wav,This staff deserves a lot of credit working down here under real obstacles.
1314,./data/train/FTLG0/SI840.WAV.wav,Complexity of complete marketing planning.
1315,./data/train/FTLG0/SX123.WAV.wav,A screwdriver is made from vodka and orange juice.
1316,./data/train/FTLG0/SX213.WAV.wav,The news agency hired a great journalist.
1317,./data/train/FTLG0/SX303.WAV.wav,The bluejay flew over the high building.
1318,./data/train/FTLG0/SX33.WAV.wav,Coconut cream pie makes a nice dessert.
1319,./data/train/FTLG0/SX393.WAV.wav,She uses both names interchangeably.
1320,./data/train/FTMG0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1321,./data/train/FTMG0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1322,./data/train/FTMG0/SI1532.WAV.wav,Either better nor worse.
1323,./data/train/FTMG0/SI2162.WAV.wav,His voice seemed thick and purposeless.
1324,./data/train/FTMG0/SI902.WAV.wav,The source is known so there is no necessity to remove insecticide residues.
1325,./data/train/FTMG0/SX182.WAV.wav,Thick glue oozed out of the tube.
1326,./data/train/FTMG0/SX272.WAV.wav,Allow each child to have an ice pop.
1327,./data/train/FTMG0/SX362.WAV.wav,The annoying raccoons slipped into Phil's garden every night.
1328,./data/train/FTMG0/SX452.WAV.wav,In developing film
1329,./data/train/FTMG0/SX92.WAV.wav,A large household needs lots of appliances.
1330,./data/train/FVFB0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1331,./data/train/FVFB0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1332,./data/train/FVFB0/SI1032.WAV.wav,It was the story of the rhinoceros fight all over again.
1333,./data/train/FVFB0/SI1510.WAV.wav,A flash illumined the trees as a crooked bolt twigged in several directions.
1334,./data/train/FVFB0/SI2292.WAV.wav,Is it anything like cooked-over oatmeal?
1335,./data/train/FVFB0/SX132.WAV.wav,Publicity and notoriety go hand in hand.
1336,./data/train/FVFB0/SX222.WAV.wav,You always come up with pathological examples.
1337,./data/train/FVFB0/SX312.WAV.wav,Those answers will be straightforward if you think them through carefully first.
1338,./data/train/FVFB0/SX402.WAV.wav,We'll serve rhubarb pie after Rachel's talk.
1339,./data/train/FVFB0/SX42.WAV.wav,Biblical scholars argue history.
1340,./data/train/FVKB0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1341,./data/train/FVKB0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1342,./data/train/FVKB0/SI1159.WAV.wav,Cut off every building at the seventh floor.
1343,./data/train/FVKB0/SI1789.WAV.wav,Like his glossy black hair.
1344,./data/train/FVKB0/SI529.WAV.wav,Wooded stream valleys in the folds of earth would be saved.
1345,./data/train/FVKB0/SX169.WAV.wav,How would you evaluate this algebraic expression?
1346,./data/train/FVKB0/SX259.WAV.wav,Tornados often destroy acres of farm land.
1347,./data/train/FVKB0/SX349.WAV.wav,The preschooler couldn't verbalize her feelings about the emergency conditions.
1348,./data/train/FVKB0/SX439.WAV.wav,That stinging vapor was caused by chloride vaporization.
1349,./data/train/FVKB0/SX79.WAV.wav,Will you please describe the idiotic predicament.
1350,./data/train/FVMH0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1351,./data/train/FVMH0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1352,./data/train/FVMH0/SI1466.WAV.wav,In simpler terms
1353,./data/train/FVMH0/SI2096.WAV.wav,Ran away on a black night with a lawful wedded man.
1354,./data/train/FVMH0/SI836.WAV.wav,No manufacturer has taken the initiative in pointing out the cost involved.
1355,./data/train/FVMH0/SX116.WAV.wav,Clasp the screw in your left hand.
1356,./data/train/FVMH0/SX206.WAV.wav,When peeling an orange
1357,./data/train/FVMH0/SX26.WAV.wav,Most young rise early every morning.
1358,./data/train/FVMH0/SX296.WAV.wav,The two artists exchanged autographs.
1359,./data/train/FVMH0/SX386.WAV.wav,Which church do the Smiths worship in?
1360,./data/train/MABC0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1361,./data/train/MABC0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1362,./data/train/MABC0/SI1620.WAV.wav,His head flopped back.
1363,./data/train/MABC0/SI2041.WAV.wav,The shot reverberated in diminishing whiplashes of sound.
1364,./data/train/MABC0/SI781.WAV.wav,Again
1365,./data/train/MABC0/SX151.WAV.wav,The previous speaker presented ambiguous results.
1366,./data/train/MABC0/SX241.WAV.wav,The hallway opens into a huge chamber.
1367,./data/train/MABC0/SX331.WAV.wav,The big dog loved to chew on the old rag doll.
1368,./data/train/MABC0/SX421.WAV.wav,Those who teach values first abolish cheating.
1369,./data/train/MABC0/SX61.WAV.wav,Chocolate and roses never fail as a romantic gift.
1370,./data/train/MADC0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1371,./data/train/MADC0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1372,./data/train/MADC0/SI1367.WAV.wav,The battery median grade-equivalent was used in data analysis in this study.
1373,./data/train/MADC0/SI1997.WAV.wav,Like as if it were built of books.
1374,./data/train/MADC0/SI737.WAV.wav,Have a test-run on the family first
1375,./data/train/MADC0/SX107.WAV.wav,Birthday parties have cupcakes and ice cream.
1376,./data/train/MADC0/SX17.WAV.wav,Carl lives in a lively home.
1377,./data/train/MADC0/SX197.WAV.wav,Draw each graph on a new axis.
1378,./data/train/MADC0/SX287.WAV.wav,In the long run
1379,./data/train/MADC0/SX377.WAV.wav,She always jokes about too much garlic in his food.
1380,./data/train/MADD0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1381,./data/train/MADD0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1382,./data/train/MADD0/SI1295.WAV.wav,He may get a tax refund.
1383,./data/train/MADD0/SI1798.WAV.wav,We'll both be blowing town tomorrow so we won't be moving in on you.
1384,./data/train/MADD0/SI538.WAV.wav,County officials have cooperated consistently.
1385,./data/train/MADD0/SX178.WAV.wav,She encouraged her children to make their own Halloween costumes.
1386,./data/train/MADD0/SX268.WAV.wav,The jaw operates by using antagonistic muscles.
1387,./data/train/MADD0/SX358.WAV.wav,George seldom watches daytime movies.
1388,./data/train/MADD0/SX448.WAV.wav,Spherical gifts are difficult to wrap.
1389,./data/train/MADD0/SX88.WAV.wav,Flying standby can be practical if you want to save money.
1390,./data/train/MAEB0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1391,./data/train/MAEB0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1392,./data/train/MAEB0/SI1411.WAV.wav,Resolved that the anti-slavery sentiment is becoming ripe for resolute action.
1393,./data/train/MAEB0/SI2250.WAV.wav,All your wishful thinking won't change that.
1394,./data/train/MAEB0/SI990.WAV.wav,And these hardy travelers are not unappreciated today.
1395,./data/train/MAEB0/SX180.WAV.wav,Almost all colleges are now coeducational.
1396,./data/train/MAEB0/SX270.WAV.wav,Are holiday aprons available to us?
1397,./data/train/MAEB0/SX360.WAV.wav,I assume moisture will damage this ship's hull.
1398,./data/train/MAEB0/SX450.WAV.wav,Roy ignored the spurious data points in drawing the graph.
1399,./data/train/MAEB0/SX90.WAV.wav,The Thinker is a famous sculpture.
1400,./data/train/MAEO0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1401,./data/train/MAEO0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1402,./data/train/MAEO0/SI1326.WAV.wav,The larvae
1403,./data/train/MAEO0/SI1655.WAV.wav,So
1404,./data/train/MAEO0/SI1956.WAV.wav,A single kick made it spring open
1405,./data/train/MAEO0/SX156.WAV.wav,Our experiment's positive outcome was unexpected.
1406,./data/train/MAEO0/SX246.WAV.wav,How ancient is this subway escalator?
1407,./data/train/MAEO0/SX336.WAV.wav,Rob made Hungarian goulash for dinner and gooseberry pie for dessert.
1408,./data/train/MAEO0/SX426.WAV.wav,A moth zig-zagged along the path through Otto's garden.
1409,./data/train/MAEO0/SX66.WAV.wav,We got drenched from the uninterrupted rain.
1410,./data/train/MAFM0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
1411,./data/train/MAFM0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
1412,./data/train/MAFM0/SI1569.WAV.wav,This is our singular goal.
1413,./data/train/MAFM0/SI2199.WAV.wav,Will you tell me why?
1414,./data/train/MAFM0/SI939.WAV.wav,Impressions often appear in a symbolic form and cannot be taken at face value.
1415,./data/train/MAFM0/SX129.WAV.wav,Angora cats are furrier than Siamese.
1416,./data/train/MAFM0/SX219.WAV.wav,Nonprofit organizations have frequent fund raisers.
1417,./data/train/MAFM0/SX309.WAV.wav,The proof that you are seeking is not available in books.
1418,./data/train/MAFM0/SX39.WAV.wav,Barb's gold bracelet was a graduation present.
1419,./data/train/MAFM0/SX399.WAV.wav,They assume no burglar will ever enter here.
